trip_duration_days,miles_traveled,total_receipts_amount,actual_reimbursement,champion_prediction,error,abs_error
4,305.0,125.79,664.43,563.59564,100.8343579101562,100.8343579101562
14,296.0,485.68,924.9,1104.8131,-179.91311035156252,179.91311035156252
11,741.0,1207.39,1878.06,1879.5751,-1.5150732421875546,1.5150732421875546
12,986.0,2390.92,1760.0,1802.9111,-42.9111328125,42.9111328125
8,978.0,710.43,1624.58,1582.3824,42.19755371093743,42.19755371093743
8,1009.0,1378.07,1903.76,1914.4585,-10.698496093750009,10.698496093750009
3,80.0,517.54,457.49,504.27542,-46.785421142578116,46.785421142578116
10,164.0,1144.9,1516.43,1491.9596,24.470405273437564,24.470405273437564
5,840.0,941.55,1676.48,1531.6387,144.84132812500002,144.84132812500002
5,629.0,484.34,1029.87,952.90826,76.96173583984364,76.96173583984364
6,761.0,530.19,1120.1,1169.3986,-49.29855957031259,49.29855957031259
1,292.0,449.83,363.02,367.33774,-4.317738037109393,4.317738037109393
2,370.0,1554.5,1311.23,1336.217,-24.987041015624982,24.987041015624982
14,1158.0,2104.61,1899.69,2019.4475,-119.75750976562495,119.75750976562495
3,1166.0,530.44,785.59,889.7161,-104.12612548828122,104.12612548828122
12,916.0,2394.85,1740.85,1805.9022,-65.05222167968759,65.05222167968759
14,516.0,1464.67,1842.1,1925.1174,-83.01743164062509,83.01743164062509
5,467.0,1243.31,1549.82,1509.063,40.757011718749936,40.757011718749936
5,654.0,1272.89,1724.68,1634.3538,90.32624023437506,90.32624023437506
5,1076.0,190.33,879.65,839.45355,40.19644775390623,40.19644775390623
14,81.0,1251.97,1682.62,1720.8588,-38.23876464843761,38.23876464843761
3,760.0,2073.25,1522.45,1582.1938,-59.743847656249955,59.743847656249955
5,714.0,617.72,1164.2,1011.5966,152.6033813476563,152.6033813476563
4,217.0,1506.46,1455.37,1455.4307,-0.06066406250010914,0.06066406250010914
6,840.0,870.82,1496.46,1525.4211,-28.961142578124964,28.961142578124964
4,263.0,2469.06,1503.98,1483.1173,20.862690429687518,20.862690429687518
2,794.32,402.31,671.06,669.0559,2.0040917968749454,2.0040917968749454
11,663.0,2141.08,1715.29,1775.1425,-59.852456054687536,59.852456054687536
3,1136.0,1296.54,1536.6,1456.2235,80.37648925781241,80.37648925781241
13,8.0,78.44,713.71,754.1075,-40.397482910156214,40.397482910156214
6,204.0,818.99,628.4,718.54736,-90.14736328125002,90.14736328125002
5,955.0,106.86,897.78,832.7158,65.06417968749997,65.06417968749997
9,748.0,653.42,1249.66,1327.028,-77.36795410156242,77.36795410156242
9,662.0,2275.59,1599.27,1621.3721,-22.102070312500018,22.102070312500018
13,63.0,107.92,710.25,825.48816,-115.2381591796875,115.2381591796875
9,218.0,1203.45,1561.63,1521.8397,39.79027832031261,39.79027832031261
2,713.0,740.33,1048.28,904.59607,143.68393066406247,143.68393066406247
9,13.0,986.41,1271.52,1287.4762,-15.956196289062518,15.956196289062518
12,33.0,1249.13,1707.38,1598.8761,108.50390136718761,108.50390136718761
14,865.0,1422.11,1921.18,1978.3372,-57.157158203124936,57.157158203124936
2,301.0,769.23,731.28,786.28436,-55.00436279296878,55.00436279296878
14,530.0,2028.06,2079.14,1948.5316,130.60838378906237,130.60838378906237
3,512.0,1251.6,1360.76,1423.7527,-62.99268554687501,62.99268554687501
3,769.0,2497.93,1587.8,1512.914,74.88605957031245,74.88605957031245
3,269.0,708.05,799.12,820.82245,-21.702448730468745,21.702448730468745
5,1010.0,2054.21,1810.37,1715.8748,94.49524414062489,94.49524414062489
1,181.0,128.05,225.12,199.50505,25.614949340820317,25.614949340820317
10,872.0,2191.27,1776.62,1752.979,23.64099609374989,23.64099609374989
4,650.0,619.49,676.38,710.74554,-34.365544433593755,34.365544433593755
14,1100.0,237.69,1265.57,1343.8853,-78.31525390625006,78.31525390625006
5,66.13,848.03,1050.25,991.42084,58.82916259765625,58.82916259765625
12,1075.0,2328.11,1798.38,1853.8363,-55.45630371093739,55.45630371093739
4,1194.0,2250.51,1691.15,1629.2107,61.93930664062509,61.93930664062509
10,87.0,498.96,781.97,828.61835,-46.64834716796872,46.64834716796872
12,333.0,1103.21,1618.13,1697.8113,-79.68127929687489,79.68127929687489
7,636.0,697.02,1276.06,1203.4089,72.65106445312495,72.65106445312495
7,623.0,1691.39,1800.86,1689.4788,111.3812402343749,111.3812402343749
6,470.0,2235.72,1628.6,1627.4976,1.102441406249909,1.102441406249909
2,660.0,1944.4,1531.2,1462.965,68.23503417968755,68.23503417968755
11,650.0,524.8,1179.09,1192.5935,-13.503505859375082,13.503505859375082
6,884.0,1798.31,1897.87,1814.1898,83.68018066406239,83.68018066406239
1,252.75,285.5,331.74,222.59941,109.14058898925782,109.14058898925782
1,697.0,2148.5,1421.07,1389.4087,31.661308593749936,31.661308593749936
1,362.79,749.19,636.51,699.8851,-63.37507080078126,63.37507080078126
3,175.0,440.19,431.17,484.83133,-53.66132934570311,53.66132934570311
5,942.0,2092.87,1696.72,1704.912,-8.191987304687473,8.191987304687473
2,1155.0,1517.18,1543.17,1494.9923,48.17769042968757,48.17769042968757
8,1173.0,671.25,1419.34,1640.5052,-221.16524902343758,221.16524902343758
10,224.0,407.51,794.7,843.11383,-48.413830566406205,48.413830566406205
12,466.0,1291.33,1770.37,1801.3868,-31.01684082031261,31.01684082031261
11,1004.0,167.15,1175.65,1162.218,13.431982421875091,13.431982421875091
14,1090.0,2248.68,1905.5,1953.0311,-47.5311279296875,47.5311279296875
7,738.0,730.28,1429.72,1419.1365,10.583525390625027,10.583525390625027
5,1004.0,2367.63,1743.85,1692.0817,51.76833496093741,51.76833496093741
3,154.0,274.04,406.91,429.77573,-22.86572631835935,22.86572631835935
12,675.0,2277.93,1807.33,1805.4219,1.9081249999999272,1.9081249999999272
3,41.0,4.52,320.12,337.38553,-17.26552856445312,17.26552856445312
7,125.0,193.62,616.24,581.95416,34.28583740234376,34.28583740234376
2,798.0,2334.41,1485.4,1505.8768,-20.47683105468741,20.47683105468741
10,965.0,1851.28,1805.77,1807.1656,-1.3956494140625182,1.3956494140625182
8,836.0,735.52,1606.63,1424.9229,181.7071484375001,181.7071484375001
5,781.0,2114.27,1789.85,1728.9211,60.92885742187491,60.92885742187491
2,941.0,1565.77,1432.79,1503.6702,-70.88016601562504,70.88016601562504
3,692.0,450.7,748.57,696.57184,51.9981616210938,51.9981616210938
12,643.0,2194.16,1758.03,1862.769,-104.73904296875003,104.73904296875003
9,1078.0,161.85,1260.96,1241.8712,19.088784179687536,19.088784179687536
7,1168.0,667.94,1639.55,1365.1053,274.44465332031245,274.44465332031245
1,462.0,2047.57,1202.9,1252.1869,-49.28688964843741,49.28688964843741
12,1065.0,203.2,1408.25,1283.545,124.7049560546875,124.7049560546875
2,222.0,456.24,437.4,432.67282,4.727178955078102,4.727178955078102
5,521.0,1448.55,1624.01,1638.0421,-14.032114257812509,14.032114257812509
8,1124.0,1908.69,1833.27,1803.6141,29.655864257812482,29.655864257812482
5,586.0,2135.36,1661.61,1692.5565,-30.9465185546876,30.9465185546876
13,19.0,807.27,1331.53,1268.1398,63.39022949218747,63.39022949218747
5,516.0,1450.67,1547.5,1635.3975,-87.8974609375,87.8974609375
1,288.72,159.26,303.94,199.22343,104.71656555175781,104.71656555175781
5,477.0,704.42,1045.96,995.8624,50.097573242187536,50.097573242187536
5,262.0,1173.79,1485.59,1362.481,123.10904296874992,123.10904296874992
14,600.0,1120.05,1847.84,1764.9072,82.93277343749992,82.93277343749992
11,654.0,1516.42,1870.43,1894.1539,-23.723930664062436,23.723930664062436
5,754.0,489.99,765.13,825.12213,-59.992131347656255,59.992131347656255
9,994.0,1742.62,1849.58,1882.891,-33.31099121093757,33.31099121093757
13,1055.0,2005.84,1997.52,1902.6414,94.87864257812498,94.87864257812498
1,893.0,19.76,570.71,626.839,-56.128989257812464,56.128989257812464
10,834.0,1820.8,1883.49,1764.2935,119.19654296875001,119.19654296875001
1,276.85,485.54,361.66,403.65067,-41.9906652832031,41.9906652832031
2,752.0,958.29,1144.41,1226.8372,-82.42715820312492,82.42715820312492
6,909.0,1332.18,1720.21,1822.3359,-102.12593749999996,102.12593749999996
1,458.0,834.7,737.28,799.8373,-62.55728027343753,62.55728027343753
14,807.0,2358.41,1819.41,1927.2206,-107.81058105468742,107.81058105468742
3,471.0,288.19,535.67,575.2622,-39.59220703125004,39.59220703125004
12,37.0,52.65,789.01,752.4057,36.60429931640624,36.60429931640624
5,261.0,464.94,621.12,777.58124,-156.46123779296875,156.46123779296875
5,195.73,1228.49,511.23,562.2947,-51.06467773437498,51.06467773437498
9,463.0,1024.53,1476.48,1395.0059,81.47414062500002,81.47414062500002
