actual,predicted,absolute_error
1364.54,1418.374,53.834023437500036
830.07,868.7199,38.6499096679687
1871.76,1823.9785,47.78148437499999
2014.72,2057.4392,42.71920898437497
1155.05,1178.3127,23.262744140625045
1110.55,1088.369,22.180981445312455
1432.75,1481.9766,49.2265625
1553.21,1614.8711,61.661093749999964
1483.33,1516.0862,32.75618164062507
844.9,777.70184,67.19815673828123
682.22,667.1054,15.114592285156277
1666.52,1424.0376,242.48240234374998
1844.58,1902.9729,58.39290039062507
1410.58,1444.2295,33.64949218750007
872.19,845.2869,26.903073730468805
1685.92,1677.5348,8.385209960937573
1569.37,1579.5588,10.18883789062511
1829.06,1860.125,31.065000000000055
664.43,598.79156,65.6384350585937
924.9,1132.5454,207.64541015625002
1878.06,1861.1469,16.913149414062445
1760.0,1827.2794,67.2794189453125
1624.58,1553.2344,71.34562499999993
1903.76,1957.8672,54.10718750000001
457.49,493.59927,36.109273681640616
1516.43,1519.9958,3.5658496093749363
1676.48,1515.0348,161.44520996093752
1029.87,953.40845,76.46155273437489
1120.1,1140.109,20.00900878906259
363.02,358.51105,4.508952636718732
1311.23,1328.3494,17.119365234374982
1899.69,2026.998,127.30804687499995
785.59,896.0608,110.47079101562497
1740.85,1824.4298,83.57980957031259
1842.1,1953.3643,111.26425781250009
1549.82,1523.7703,26.049736328124936
1724.68,1631.9907,92.68927734375006
879.65,944.96265,65.31264648437502
1682.62,1758.5442,75.92418945312511
1522.45,1537.2029,14.752880859374955
1164.2,1115.0956,49.104418945312545
1455.37,1439.2135,16.15649902343739
1496.46,1558.4141,61.954062499999964
1503.98,1475.0942,28.885761718750018
671.06,666.0465,5.013491210937445
1715.29,1774.7518,59.461831054687536
1536.6,1487.1787,49.42128906249991
713.71,811.9344,98.22438720703121
628.4,554.8567,73.54331054687498
897.78,908.4109,10.630888671875027
1249.66,1314.1641,64.50406249999992
1599.27,1636.8022,37.53224609375002
710.25,899.76086,189.5108642578125
1561.63,1530.0563,31.57372558593761
1048.28,969.6276,78.65237548828122
1271.52,1274.1846,2.664570312500018
1707.38,1609.4402,97.93981445312511
1921.18,2049.2534,128.07341796874994
731.28,785.0619,53.78188964843753
2079.14,1925.7683,153.37168945312487
1360.76,1404.0654,43.30542968750001
1587.8,1513.5128,74.28718261718745
799.12,775.07983,24.040166015625005
1810.37,1720.0452,90.32483398437489
225.12,209.62346,15.496541137695317
1776.62,1752.4841,24.13586914062489
676.38,657.7215,18.658503417968745
1265.57,1382.927,117.35700195312506
1050.25,990.3894,59.860595703125
1798.38,1847.6808,49.30078613281239
1691.15,1618.9039,72.24606933593759
781.97,815.2158,33.24582031249997
1618.13,1640.3289,22.19885742187489
1276.06,1244.5511,31.508852539062445
1800.86,1713.223,87.6369775390624
1628.6,1668.2222,39.62216796875009
1531.2,1482.1514,49.048632812500045
1179.09,1250.3923,71.30233398437508
1897.87,1817.8113,80.05872070312489
331.74,244.50485,87.23514770507813
1421.07,1386.6678,34.402153320312436
636.51,675.5298,39.01978515625001
431.17,493.78036,62.61036499023436
1696.72,1734.6067,37.88668945312497
1543.17,1513.3542,29.815751953125073
1419.34,1607.9568,188.61678710937508
794.7,817.7235,23.023510742187455
1770.37,1777.0674,6.697382812500109
1175.65,1210.901,35.25100097656241
1905.5,1980.142,74.6419677734375
1429.72,1427.0619,2.6581103515625273
1743.85,1709.6527,34.19729003906241
406.91,401.5144,5.395595703125025
1807.33,1810.8942,3.5641650390625728
320.12,330.21063,10.090632324218745
616.24,605.2505,10.989511718750009
1485.4,1494.6824,9.282373046874909
1805.77,1800.4064,5.363627929687482
1606.63,1497.1887,109.44127929687511
1789.85,1722.0823,67.76772460937491
1432.79,1521.6726,88.88260742187504
748.57,755.70605,7.13605468749995
1758.03,1809.227,51.19705078125003
1260.96,1169.9812,90.97879882812504
1639.55,1572.8748,66.67524414062495
1202.9,1249.9976,47.09755859374991
1408.25,1277.3711,130.87890625
437.4,442.71442,5.314416503906273
1624.01,1623.0841,0.9258935546874909
1833.27,1831.5613,1.7087207031249818
1661.61,1674.3936,12.7835546875001
1331.53,1233.9646,97.56540039062497
1547.5,1621.8422,74.3421630859375
303.94,249.12846,54.81153625488281
1045.96,1034.2515,11.708535156250036
1485.59,1417.5015,68.08853515624992
1847.84,1889.0201,41.18014160156258
1870.43,1863.2645,7.165473632812564
765.13,808.5368,43.406804199218755
1849.58,1904.6072,55.02717773437507
1997.52,1956.3846,41.13535644531248
570.71,527.7322,42.977822265625036
1883.49,1778.9004,104.58960937500001
361.66,383.95697,22.296970214843725
1144.41,1242.0283,97.61832031249992
1720.21,1831.2727,111.06270507812496
737.28,812.89404,75.61404296875003
1819.41,1925.6614,106.25137695312492
535.67,613.6181,77.94810302734379
789.01,861.0408,72.03077148437501
621.12,713.4042,92.2841748046875
511.23,474.34277,36.88722656250002
1476.48,1457.9479,18.532124023437518
